Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
28119,17-03-2023 15:00,03-17-2023 14:00,18-03-2023 05:47,Mumbai,361,FIREARM OFFENSE,77,M,None,Fire Accident,10,Yes,26-03-2023 15:00
28122,19-03-2023 17:00,03-17-2023 17:00,18-03-2023 08:24,Mumbai,451,ARSON,56,M,None,Fire Accident,14,Yes,26-05-2023 17:00
28127,18-03-2023 16:00,03-17-2023 22:00,18-03-2023 12:53,Delhi,587,BURGLARY,18,M,Explosives,Other Crime,12,Yes,03-08-2023 16:00
28128,19-03-2023 13:00,03-17-2023 23:00,18-03-2023 19:58,Chennai,212,SHOPLIFTING,52,X,Explosives,Other Crime,8,No,
28129,19-03-2023 10:00,03-18-2023 00:00,18-03-2023 15:08,Delhi,300,DRUG OFFENSE,55,M,Poison,Other Crime,12,Yes,16-04-2023 10:00
28138,19-03-2023 14:00,03-18-2023 09:00,18-03-2023 22:09,Mumbai,285,ASSAULT,76,X,Poison,Violent Crime,5,No,
28140,19-03-2023 15:00,03-18-2023 11:00,19-03-2023 04:20,Chennai,387,HOMICIDE,45,M,Knife,Other Crime,18,Yes,10-06-2024 15:00
28142,19-03-2023 19:00,03-18-2023 13:00,18-03-2023 14:07,Delhi,564,CYBERCRIME,44,M,Explosives,Other Crime,17,No,
28147,20-03-2023 17:00,03-18-2023 18:00,18-03-2023 22:03,Delhi,160,VANDALISM,26,X,Blunt Object,Other Crime,5,No,
28148,20-03-2023 02:00,03-18-2023 19:00,18-03-2023 22:53,Mumbai,492,KIDNAPPING,59,F,Blunt Object,Other Crime,6,No,
28149,19-03-2023 11:00,03-18-2023 20:00,19-03-2023 10:57,Delhi,540,ARSON,53,X,None,Fire Accident,4,No,
28151,20-03-2023 11:00,03-18-2023 22:00,19-03-2023 09:00,Chennai,334,SEXUAL ASSAULT,38,M,Knife,Violent Crime,16,Yes,09-02-2025 11:00
28152,21-03-2023 20:00,03-18-2023 23:00,19-03-2023 04:04,Mumbai,283,DRUG OFFENSE,45,F,Explosives,Other Crime,9,Yes,09-05-2023 20:00
28154,20-03-2023 12:00,03-19-2023 01:00,19-03-2023 10:18,Delhi,377,SHOPLIFTING,65,F,Firearm,Other Crime,12,Yes,16-06-2023 12:00
28156,20-03-2023 12:00,03-19-2023 03:00,19-03-2023 20:18,Delhi,110,FIREARM OFFENSE,20,X,Knife,Fire Accident,19,Yes,13-05-2023 12:00
28160,20-03-2023 17:00,03-19-2023 07:00,19-03-2023 07:23,Delhi,109,EXTORTION,49,M,Blunt Object,Other Crime,17,No,
28163,20-03-2023 20:00,03-19-2023 10:00,20-03-2023 08:55,Mumbai,427,VEHICLE - STOLEN,16,X,Firearm,Violent Crime,3,Yes,26-04-2023 20:00
28170,21-03-2023 06:00,03-19-2023 17:00,20-03-2023 15:36,Delhi,540,FRAUD,69,F,Poison,Other Crime,15,No,
28176,22-03-2023 19:00,03-19-2023 23:00,20-03-2023 11:04,Delhi,348,SEXUAL ASSAULT,41,F,Poison,Violent Crime,18,No,
28177,22-03-2023 23:00,03-20-2023 00:00,20-03-2023 04:06,Delhi,384,PUBLIC INTOXICATION,38,X,Firearm,Other Crime,9,Yes,20-04-2023 23:00
28181,21-03-2023 16:00,03-20-2023 04:00,20-03-2023 17:37,Chennai,582,DRUG OFFENSE,14,X,Other,Other Crime,4,No,
28182,20-03-2023 19:00,03-20-2023 05:00,20-03-2023 11:30,Mumbai,228,TRAFFIC VIOLATION,63,X,Explosives,Traffic Fatality,5,No,
28183,20-03-2023 19:00,03-20-2023 06:00,21-03-2023 05:21,Mumbai,273,HOMICIDE,18,F,Firearm,Other Crime,3,Yes,18-03-2025 19:00
28187,22-03-2023 18:00,03-20-2023 10:00,20-03-2023 17:44,Delhi,403,EXTORTION,19,X,Blunt Object,Other Crime,18,No,
28188,21-03-2023 10:00,03-20-2023 11:00,20-03-2023 23:42,Chennai,225,VEHICLE - STOLEN,15,M,Other,Violent Crime,10,Yes,01-06-2023 10:00
28190,20-03-2023 22:00,03-20-2023 13:00,21-03-2023 09:07,Delhi,496,FRAUD,79,X,Knife,Other Crime,7,No,
28191,20-03-2023 16:00,03-20-2023 14:00,21-03-2023 12:29,Chennai,534,VEHICLE - STOLEN,48,X,None,Violent Crime,1,No,
28194,23-03-2023 13:00,03-20-2023 17:00,20-03-2023 18:07,Delhi,423,ROBBERY,34,X,Poison,Violent Crime,8,Yes,03-08-2023 13:00
28197,22-03-2023 16:00,03-20-2023 20:00,20-03-2023 20:27,Chennai,361,ROBBERY,36,X,None,Violent Crime,5,Yes,08-09-2023 16:00
28202,22-03-2023 08:00,03-21-2023 01:00,21-03-2023 03:31,Mumbai,549,ARSON,21,M,Poison,Fire Accident,12,No,
28204,23-03-2023 19:00,03-21-2023 03:00,21-03-2023 06:25,Mumbai,578,FIREARM OFFENSE,75,X,Other,Fire Accident,9,Yes,08-06-2023 19:00
28205,23-03-2023 11:00,03-21-2023 04:00,21-03-2023 19:33,Chennai,193,VEHICLE - STOLEN,63,M,None,Violent Crime,4,Yes,07-04-2023 11:00
28213,24-03-2023 08:00,03-21-2023 12:00,21-03-2023 15:35,Delhi,229,DRUG OFFENSE,65,X,Knife,Other Crime,13,Yes,25-05-2023 08:00
28214,22-03-2023 06:00,03-21-2023 13:00,21-03-2023 18:14,Delhi,538,DRUG OFFENSE,30,X,Firearm,Other Crime,15,Yes,09-04-2023 06:00
28215,24-03-2023 06:00,03-21-2023 14:00,21-03-2023 16:16,Delhi,102,ILLEGAL POSSESSION,10,F,Knife,Other Crime,6,Yes,24-05-2023 06:00
28220,23-03-2023 14:00,03-21-2023 19:00,22-03-2023 08:05,Mumbai,564,KIDNAPPING,41,M,Poison,Other Crime,11,No,
28223,24-03-2023 02:00,03-21-2023 22:00,22-03-2023 15:26,Mumbai,124,EXTORTION,32,X,Knife,Other Crime,2,No,
28230,24-03-2023 12:00,03-22-2023 05:00,22-03-2023 12:42,Chennai,436,TRAFFIC VIOLATION,79,F,None,Traffic Fatality,4,Yes,17-04-2023 12:00
28233,25-03-2023 01:00,03-22-2023 08:00,22-03-2023 15:46,Delhi,432,HOMICIDE,68,F,Other,Other Crime,11,Yes,06-07-2024 01:00
28236,25-03-2023 10:00,03-22-2023 11:00,23-03-2023 01:34,Delhi,413,DOMESTIC VIOLENCE,29,F,Knife,Violent Crime,11,Yes,21-05-2023 10:00
28241,22-03-2023 17:00,03-22-2023 16:00,22-03-2023 22:32,Chennai,305,ROBBERY,14,X,Firearm,Violent Crime,14,No,
28248,24-03-2023 00:00,03-22-2023 23:00,23-03-2023 13:36,Delhi,366,HOMICIDE,68,X,Blunt Object,Other Crime,3,Yes,29-07-2024 00:00
28252,24-03-2023 05:00,03-23-2023 03:00,23-03-2023 04:00,Chennai,270,EXTORTION,21,M,None,Other Crime,17,Yes,19-04-2023 05:00
28255,25-03-2023 09:00,03-23-2023 06:00,23-03-2023 09:57,Delhi,233,HOMICIDE,43,F,None,Other Crime,8,Yes,24-11-2024 09:00
28261,25-03-2023 20:00,03-23-2023 12:00,24-03-2023 07:43,Delhi,350,FRAUD,53,F,Other,Other Crime,12,No,
28266,26-03-2023 16:00,03-23-2023 17:00,24-03-2023 05:29,Delhi,437,FIREARM OFFENSE,14,X,Other,Fire Accident,14,No,
28270,25-03-2023 05:00,03-23-2023 21:00,24-03-2023 11:31,Chennai,477,COUNTERFEITING,70,M,None,Other Crime,17,No,
28274,26-03-2023 15:00,03-24-2023 01:00,24-03-2023 11:20,Chennai,152,EXTORTION,54,F,Explosives,Other Crime,18,No,
28275,24-03-2023 12:00,03-24-2023 02:00,24-03-2023 08:12,Mumbai,370,BURGLARY,77,F,Knife,Other Crime,18,Yes,20-05-2023 12:00
28280,26-03-2023 16:00,03-24-2023 07:00,24-03-2023 19:48,Mumbai,466,ASSAULT,35,X,Firearm,Violent Crime,18,No,
28283,25-03-2023 16:00,03-24-2023 10:00,25-03-2023 03:18,Mumbai,195,SHOPLIFTING,73,F,Firearm,Other Crime,5,No,
28284,25-03-2023 10:00,03-24-2023 11:00,24-03-2023 19:11,Delhi,464,ASSAULT,70,M,Knife,Violent Crime,18,Yes,03-05-2023 10:00
28293,26-03-2023 12:00,03-24-2023 20:00,25-03-2023 10:06,Delhi,205,ROBBERY,51,M,Blunt Object,Violent Crime,12,No,
28298,25-03-2023 19:00,03-25-2023 01:00,25-03-2023 03:06,Mumbai,409,DRUG OFFENSE,76,X,Blunt Object,Other Crime,13,Yes,01-05-2023 19:00
28299,26-03-2023 21:00,03-25-2023 02:00,25-03-2023 05:32,Delhi,487,ASSAULT,33,M,Other,Violent Crime,15,No,
28303,27-03-2023 06:00,03-25-2023 06:00,25-03-2023 23:47,Delhi,223,SHOPLIFTING,71,F,Blunt Object,Other Crime,1,Yes,04-04-2023 06:00
28314,28-03-2023 14:00,03-25-2023 17:00,26-03-2023 01:36,Delhi,572,DRUG OFFENSE,66,M,Firearm,Other Crime,6,Yes,04-04-2023 14:00
28316,26-03-2023 23:00,03-25-2023 19:00,26-03-2023 02:40,Delhi,252,BURGLARY,36,X,None,Other Crime,17,No,
28319,27-03-2023 21:00,03-25-2023 22:00,26-03-2023 11:58,Mumbai,496,SEXUAL ASSAULT,30,F,Firearm,Violent Crime,2,Yes,10-03-2024 21:00
28322,28-03-2023 19:00,03-26-2023 01:00,26-03-2023 13:43,Chennai,232,DRUG OFFENSE,33,M,Firearm,Other Crime,2,No,
28325,27-03-2023 17:00,03-26-2023 04:00,26-03-2023 17:57,Mumbai,506,PUBLIC INTOXICATION,50,M,Explosives,Other Crime,17,Yes,11-04-2023 17:00
28334,26-03-2023 18:00,03-26-2023 13:00,27-03-2023 06:26,Mumbai,304,PUBLIC INTOXICATION,38,F,None,Other Crime,17,Yes,08-04-2023 18:00
28336,28-03-2023 06:00,03-26-2023 15:00,26-03-2023 23:46,Mumbai,260,IDENTITY THEFT,57,F,Knife,Violent Crime,8,No,
28340,29-03-2023 02:00,03-26-2023 19:00,27-03-2023 08:06,Delhi,255,FIREARM OFFENSE,31,X,Knife,Fire Accident,8,No,
28341,27-03-2023 01:00,03-26-2023 20:00,26-03-2023 21:57,Mumbai,303,DRUG OFFENSE,26,M,Other,Other Crime,12,Yes,31-05-2023 01:00
28342,27-03-2023 20:00,03-26-2023 21:00,27-03-2023 14:43,Mumbai,424,ARSON,39,F,Poison,Fire Accident,7,Yes,23-05-2023 20:00
28350,27-03-2023 20:00,03-27-2023 05:00,28-03-2023 01:23,Delhi,254,IDENTITY THEFT,72,F,None,Violent Crime,10,Yes,06-06-2023 20:00
28351,28-03-2023 08:00,03-27-2023 06:00,27-03-2023 16:20,Delhi,106,ASSAULT,18,M,Firearm,Violent Crime,10,No,
28361,29-03-2023 17:00,03-27-2023 16:00,27-03-2023 20:26,Mumbai,153,ASSAULT,31,M,None,Violent Crime,2,Yes,30-05-2023 17:00
28362,28-03-2023 18:00,03-27-2023 17:00,27-03-2023 19:25,Delhi,135,ASSAULT,57,M,Poison,Violent Crime,2,Yes,28-04-2023 18:00
28364,28-03-2023 20:00,03-27-2023 19:00,27-03-2023 20:46,Mumbai,522,FIREARM OFFENSE,51,M,None,Fire Accident,12,Yes,23-06-2023 20:00
28365,29-03-2023 18:00,03-27-2023 20:00,27-03-2023 20:40,Delhi,210,ASSAULT,79,M,Poison,Violent Crime,3,No,
28370,28-03-2023 23:00,03-28-2023 01:00,28-03-2023 11:24,Chennai,298,DOMESTIC VIOLENCE,79,X,Explosives,Violent Crime,10,No,
28373,30-03-2023 16:00,03-28-2023 04:00,29-03-2023 01:09,Mumbai,259,SHOPLIFTING,78,M,None,Other Crime,4,No,
28375,28-03-2023 14:00,03-28-2023 06:00,28-03-2023 16:34,Mumbai,286,CYBERCRIME,40,F,Other,Other Crime,7,No,
28376,29-03-2023 19:00,03-28-2023 07:00,28-03-2023 09:09,Delhi,308,VEHICLE - STOLEN,49,M,Poison,Violent Crime,7,No,
28380,29-03-2023 13:00,03-28-2023 11:00,28-03-2023 12:39,Chennai,255,BURGLARY,66,X,Blunt Object,Other Crime,18,Yes,30-05-2023 13:00
28381,29-03-2023 01:00,03-28-2023 12:00,28-03-2023 21:41,Delhi,302,CYBERCRIME,11,X,Firearm,Other Crime,7,Yes,04-06-2023 01:00
28385,29-03-2023 03:00,03-28-2023 16:00,28-03-2023 20:45,Delhi,242,ILLEGAL POSSESSION,73,F,Poison,Other Crime,4,Yes,26-06-2023 03:00
28390,31-03-2023 15:00,03-28-2023 21:00,29-03-2023 11:50,Chennai,360,ASSAULT,11,X,Blunt Object,Violent Crime,7,Yes,15-05-2023 15:00
28391,30-03-2023 19:00,03-28-2023 22:00,29-03-2023 01:59,Delhi,102,KIDNAPPING,31,X,Firearm,Other Crime,16,Yes,17-04-2023 19:00
28393,29-03-2023 10:00,03-29-2023 00:00,29-03-2023 03:21,Mumbai,247,ASSAULT,74,M,Explosives,Violent Crime,3,No,
28394,31-03-2023 14:00,03-29-2023 01:00,29-03-2023 05:47,Mumbai,425,VEHICLE - STOLEN,63,M,Other,Violent Crime,5,No,
28398,01-04-2023 00:00,03-29-2023 05:00,29-03-2023 07:33,Delhi,166,COUNTERFEITING,63,M,Other,Other Crime,18,No,
28399,29-03-2023 10:00,03-29-2023 06:00,29-03-2023 06:59,Chennai,145,FRAUD,25,M,None,Other Crime,4,Yes,31-05-2023 10:00
28400,31-03-2023 13:00,03-29-2023 07:00,30-03-2023 00:27,Chennai,548,VEHICLE - STOLEN,64,M,Blunt Object,Violent Crime,13,No,
28408,31-03-2023 13:00,03-29-2023 15:00,29-03-2023 19:20,Delhi,555,KIDNAPPING,27,X,Firearm,Other Crime,3,No,
28410,30-03-2023 09:00,03-29-2023 17:00,30-03-2023 02:54,Delhi,218,KIDNAPPING,48,X,Blunt Object,Other Crime,5,Yes,17-05-2023 09:00
28411,30-03-2023 20:00,03-29-2023 18:00,30-03-2023 00:09,Delhi,215,BURGLARY,21,F,Poison,Other Crime,8,No,
28425,01-04-2023 23:00,03-30-2023 08:00,31-03-2023 06:29,Mumbai,231,TRAFFIC VIOLATION,20,F,Knife,Traffic Fatality,10,Yes,14-04-2023 23:00
28429,30-03-2023 14:00,03-30-2023 12:00,30-03-2023 21:31,Chennai,294,DOMESTIC VIOLENCE,75,X,Knife,Violent Crime,18,Yes,29-04-2023 14:00
28433,01-04-2023 00:00,03-30-2023 16:00,31-03-2023 12:35,Delhi,574,DRUG OFFENSE,39,M,Knife,Other Crime,18,Yes,17-06-2023 00:00
28435,02-04-2023 01:00,03-30-2023 18:00,31-03-2023 08:10,Delhi,461,ILLEGAL POSSESSION,18,X,Other,Other Crime,14,No,
28438,31-03-2023 12:00,03-30-2023 21:00,30-03-2023 22:41,Mumbai,135,TRAFFIC VIOLATION,52,F,Other,Traffic Fatality,2,Yes,23-04-2023 12:00
28443,01-04-2023 05:00,03-31-2023 02:00,31-03-2023 04:21,Mumbai,345,SEXUAL ASSAULT,72,M,None,Violent Crime,10,No,
28444,02-04-2023 01:00,03-31-2023 03:00,31-03-2023 22:54,Mumbai,259,IDENTITY THEFT,58,X,Blunt Object,Violent Crime,2,No,
28446,03-04-2023 03:00,03-31-2023 05:00,31-03-2023 19:08,Mumbai,569,DOMESTIC VIOLENCE,15,M,Knife,Violent Crime,18,Yes,20-05-2023 03:00
28448,31-03-2023 23:00,03-31-2023 07:00,31-03-2023 16:47,Mumbai,411,BURGLARY,64,X,Firearm,Other Crime,11,Yes,04-07-2023 23:00
28453,02-04-2023 04:00,03-31-2023 12:00,31-03-2023 18:55,Delhi,219,ASSAULT,76,X,Firearm,Violent Crime,16,Yes,18-04-2023 04:00
28455,01-04-2023 04:00,03-31-2023 14:00,31-03-2023 15:25,Mumbai,212,ROBBERY,42,X,Knife,Violent Crime,1,No,
28456,02-04-2023 21:00,03-31-2023 15:00,01-04-2023 10:08,Mumbai,320,DRUG OFFENSE,31,M,Knife,Other Crime,8,Yes,17-05-2023 21:00
28457,01-04-2023 10:00,03-31-2023 16:00,31-03-2023 22:58,Mumbai,438,ARSON,44,M,Knife,Fire Accident,7,No,
28461,01-04-2023 22:00,03-31-2023 20:00,01-04-2023 02:31,Chennai,542,BURGLARY,29,F,Knife,Other Crime,4,No,
28473,02-04-2023 18:00,04-01-2023 08:00,02-04-2023 06:26,Delhi,306,SHOPLIFTING,25,F,Firearm,Other Crime,13,Yes,30-04-2023 18:00
28475,01-04-2023 12:00,04-01-2023 10:00,02-04-2023 04:05,Chennai,242,ROBBERY,35,F,Firearm,Violent Crime,14,Yes,23-05-2023 12:00
28479,03-04-2023 01:00,04-01-2023 14:00,01-04-2023 22:11,Delhi,502,DRUG OFFENSE,71,X,Explosives,Other Crime,7,Yes,27-05-2023 01:00
28484,04-04-2023 14:00,04-01-2023 19:00,02-04-2023 01:40,Mumbai,270,SEXUAL ASSAULT,29,M,Other,Violent Crime,18,No,
28485,03-04-2023 20:00,04-01-2023 20:00,02-04-2023 03:56,Delhi,352,SEXUAL ASSAULT,40,M,Explosives,Violent Crime,11,Yes,03-06-2024 20:00
28487,03-04-2023 15:00,04-01-2023 22:00,02-04-2023 00:07,Mumbai,395,BURGLARY,14,X,Blunt Object,Other Crime,1,Yes,07-09-2023 15:00
28489,04-04-2023 18:00,04-02-2023 00:00,02-04-2023 16:27,Mumbai,371,ASSAULT,48,X,Explosives,Violent Crime,14,No,
28491,04-04-2023 02:00,04-02-2023 02:00,02-04-2023 23:32,Mumbai,537,BURGLARY,21,M,Explosives,Other Crime,17,Yes,22-09-2023 02:00
28492,04-04-2023 02:00,04-02-2023 03:00,02-04-2023 07:09,Delhi,528,VEHICLE - STOLEN,53,M,Poison,Violent Crime,10,Yes,27-06-2023 02:00
28495,04-04-2023 08:00,04-02-2023 06:00,02-04-2023 21:51,Mumbai,364,KIDNAPPING,75,M,Other,Other Crime,2,No,
28497,03-04-2023 06:00,04-02-2023 08:00,03-04-2023 00:52,Mumbai,187,ILLEGAL POSSESSION,45,F,Knife,Other Crime,16,No,
28503,03-04-2023 02:00,04-02-2023 14:00,02-04-2023 23:50,Delhi,145,ROBBERY,25,M,Knife,Violent Crime,11,No,
28505,05-04-2023 06:00,04-02-2023 16:00,03-04-2023 04:02,Chennai,275,EXTORTION,66,M,Firearm,Other Crime,4,Yes,22-04-2023 06:00
28508,05-04-2023 13:00,04-02-2023 19:00,03-04-2023 17:40,Mumbai,263,FRAUD,35,M,Blunt Object,Other Crime,7,No,
28511,03-04-2023 03:00,04-02-2023 22:00,03-04-2023 05:52,Mumbai,106,ARSON,23,F,Other,Fire Accident,5,Yes,23-06-2023 03:00
28515,04-04-2023 20:00,04-03-2023 02:00,03-04-2023 14:02,Mumbai,220,DOMESTIC VIOLENCE,71,M,Blunt Object,Violent Crime,13,Yes,24-04-2023 20:00
28516,05-04-2023 08:00,04-03-2023 03:00,03-04-2023 20:27,Delhi,496,ILLEGAL POSSESSION,74,X,None,Other Crime,3,No,
28519,03-04-2023 21:00,04-03-2023 06:00,04-04-2023 03:24,Delhi,298,VANDALISM,45,X,Firearm,Other Crime,3,Yes,08-05-2023 21:00
28520,06-04-2023 01:00,04-03-2023 07:00,04-04-2023 01:47,Delhi,336,HOMICIDE,12,F,Firearm,Other Crime,11,Yes,22-01-2025 01:00
28522,05-04-2023 19:00,04-03-2023 09:00,03-04-2023 21:54,Mumbai,429,DRUG OFFENSE,43,M,Knife,Other Crime,18,Yes,06-05-2023 19:00
28524,04-04-2023 05:00,04-03-2023 11:00,04-04-2023 07:19,Chennai,402,DRUG OFFENSE,33,F,Blunt Object,Other Crime,2,Yes,11-06-2023 05:00
28525,05-04-2023 23:00,04-03-2023 12:00,03-04-2023 23:26,Delhi,401,ROBBERY,75,F,Poison,Violent Crime,4,Yes,19-09-2023 23:00
28530,03-04-2023 22:00,04-03-2023 17:00,03-04-2023 17:08,Mumbai,528,CYBERCRIME,14,M,Other,Other Crime,19,Yes,18-04-2023 22:00
28531,05-04-2023 11:00,04-03-2023 18:00,04-04-2023 13:54,Delhi,574,CYBERCRIME,40,X,Other,Other Crime,13,No,
28541,05-04-2023 03:00,04-04-2023 04:00,04-04-2023 09:38,Chennai,362,ARSON,25,X,Knife,Fire Accident,14,Yes,30-06-2023 03:00
28545,04-04-2023 21:00,04-04-2023 08:00,04-04-2023 08:39,Chennai,141,SHOPLIFTING,51,F,Knife,Other Crime,17,Yes,28-04-2023 21:00
28555,06-04-2023 07:00,04-04-2023 18:00,05-04-2023 06:10,Chennai,519,KIDNAPPING,33,X,Knife,Other Crime,14,Yes,22-04-2023 07:00
28557,05-04-2023 17:00,04-04-2023 20:00,04-04-2023 22:04,Delhi,183,COUNTERFEITING,27,X,Poison,Other Crime,7,No,
28558,07-04-2023 15:00,04-04-2023 21:00,05-04-2023 11:50,Delhi,556,COUNTERFEITING,58,M,Poison,Other Crime,8,No,
28561,07-04-2023 06:00,04-05-2023 00:00,05-04-2023 21:22,Mumbai,404,EXTORTION,69,M,Blunt Object,Other Crime,3,Yes,08-06-2023 06:00
28571,06-04-2023 09:00,04-05-2023 10:00,05-04-2023 15:26,Chennai,404,FIREARM OFFENSE,45,F,Poison,Fire Accident,12,No,
28573,07-04-2023 08:00,04-05-2023 12:00,06-04-2023 05:39,Delhi,101,ILLEGAL POSSESSION,73,X,Blunt Object,Other Crime,2,Yes,27-05-2023 08:00
28576,06-04-2023 03:00,04-05-2023 15:00,06-04-2023 04:17,Chennai,421,HOMICIDE,79,F,Knife,Other Crime,2,No,
28577,06-04-2023 05:00,04-05-2023 16:00,06-04-2023 08:22,Chennai,202,FRAUD,31,M,Explosives,Other Crime,1,No,
28583,06-04-2023 01:00,04-05-2023 22:00,06-04-2023 11:19,Delhi,304,IDENTITY THEFT,64,M,Knife,Violent Crime,15,No,
28584,08-04-2023 17:00,04-05-2023 23:00,06-04-2023 07:37,Delhi,435,EXTORTION,53,X,Firearm,Other Crime,1,No,
28588,07-04-2023 16:00,04-06-2023 03:00,06-04-2023 18:10,Delhi,323,ARSON,41,X,Poison,Fire Accident,4,Yes,01-05-2023 16:00
28593,07-04-2023 00:00,04-06-2023 08:00,06-04-2023 11:45,Delhi,584,CYBERCRIME,64,F,Other,Other Crime,8,No,
28594,07-04-2023 13:00,04-06-2023 09:00,06-04-2023 16:42,Mumbai,212,COUNTERFEITING,73,X,None,Other Crime,18,No,
28595,06-04-2023 22:00,04-06-2023 10:00,06-04-2023 15:36,Delhi,261,IDENTITY THEFT,34,F,Firearm,Violent Crime,3,Yes,24-04-2023 22:00
28598,07-04-2023 16:00,04-06-2023 13:00,06-04-2023 13:19,Chennai,278,FRAUD,46,M,Firearm,Other Crime,1,Yes,14-05-2023 16:00
28600,06-04-2023 16:00,04-06-2023 15:00,06-04-2023 16:17,Delhi,236,KIDNAPPING,36,X,Blunt Object,Other Crime,13,No,
28601,08-04-2023 17:00,04-06-2023 16:00,07-04-2023 02:12,Chennai,316,CYBERCRIME,68,F,Explosives,Other Crime,4,No,
28602,08-04-2023 10:00,04-06-2023 17:00,07-04-2023 13:48,Delhi,208,ROBBERY,14,M,Knife,Violent Crime,6,No,
28606,07-04-2023 13:00,04-06-2023 21:00,07-04-2023 12:01,Mumbai,121,EXTORTION,13,X,Knife,Other Crime,7,Yes,05-06-2023 13:00
28608,09-04-2023 15:00,04-06-2023 23:00,07-04-2023 19:46,Mumbai,398,COUNTERFEITING,49,X,Knife,Other Crime,14,Yes,23-06-2023 15:00
28612,07-04-2023 09:00,04-07-2023 03:00,07-04-2023 20:22,Mumbai,490,IDENTITY THEFT,79,X,Explosives,Violent Crime,13,Yes,08-05-2023 09:00
28617,09-04-2023 13:00,04-07-2023 08:00,07-04-2023 19:49,Mumbai,496,DOMESTIC VIOLENCE,41,X,Other,Violent Crime,4,Yes,24-06-2023 13:00
28618,09-04-2023 08:00,04-07-2023 09:00,08-04-2023 05:21,Mumbai,244,PUBLIC INTOXICATION,14,M,Explosives,Other Crime,14,No,
28622,08-04-2023 01:00,04-07-2023 13:00,07-04-2023 16:41,Delhi,233,ILLEGAL POSSESSION,61,F,Firearm,Other Crime,2,No,
28624,10-04-2023 06:00,04-07-2023 15:00,08-04-2023 14:14,Delhi,467,FIREARM OFFENSE,25,F,Firearm,Fire Accident,19,No,
28627,10-04-2023 09:00,04-07-2023 18:00,08-04-2023 03:29,Chennai,466,BURGLARY,38,X,Knife,Other Crime,6,No,
28628,10-04-2023 10:00,04-07-2023 19:00,07-04-2023 19:06,Mumbai,116,VEHICLE - STOLEN,33,F,Knife,Violent Crime,13,No,
28630,10-04-2023 15:00,04-07-2023 21:00,08-04-2023 01:17,Chennai,308,EXTORTION,16,F,Firearm,Other Crime,11,Yes,20-04-2023 15:00
28631,09-04-2023 08:00,04-07-2023 22:00,08-04-2023 20:35,Delhi,511,FRAUD,45,F,Poison,Other Crime,3,No,
28635,08-04-2023 15:00,04-08-2023 02:00,08-04-2023 09:39,Mumbai,547,EXTORTION,18,M,None,Other Crime,7,No,
28636,08-04-2023 09:00,04-08-2023 03:00,08-04-2023 12:57,Delhi,369,FIREARM OFFENSE,43,F,Poison,Fire Accident,15,Yes,17-06-2023 09:00
28643,08-04-2023 22:00,04-08-2023 10:00,09-04-2023 02:30,Mumbai,321,TRAFFIC VIOLATION,17,X,Blunt Object,Traffic Fatality,16,Yes,30-04-2023 22:00
28644,10-04-2023 04:00,04-08-2023 11:00,09-04-2023 07:58,Delhi,108,ARSON,68,F,None,Fire Accident,13,No,
28648,09-04-2023 20:00,04-08-2023 15:00,08-04-2023 19:15,Delhi,517,SHOPLIFTING,75,F,Other,Other Crime,13,No,
28650,09-04-2023 08:00,04-08-2023 17:00,09-04-2023 02:53,Mumbai,447,DOMESTIC VIOLENCE,14,X,Other,Violent Crime,6,Yes,01-06-2023 08:00
28651,10-04-2023 00:00,04-08-2023 18:00,09-04-2023 10:36,Mumbai,167,VEHICLE - STOLEN,69,M,Firearm,Violent Crime,15,Yes,22-06-2023 00:00
28657,11-04-2023 01:00,04-09-2023 00:00,09-04-2023 17:56,Mumbai,416,DOMESTIC VIOLENCE,72,F,Explosives,Violent Crime,10,No,
28658,10-04-2023 21:00,04-09-2023 01:00,09-04-2023 18:14,Delhi,138,ILLEGAL POSSESSION,31,F,Poison,Other Crime,9,Yes,16-05-2023 21:00
28663,11-04-2023 00:00,04-09-2023 06:00,10-04-2023 03:20,Chennai,327,ARSON,44,F,Explosives,Fire Accident,6,No,
28666,09-04-2023 14:00,04-09-2023 09:00,10-04-2023 01:20,Mumbai,355,HOMICIDE,78,F,Knife,Other Crime,6,No,
28667,10-04-2023 14:00,04-09-2023 10:00,09-04-2023 18:01,Mumbai,549,DRUG OFFENSE,53,M,Knife,Other Crime,11,Yes,16-05-2023 14:00
28668,12-04-2023 09:00,04-09-2023 11:00,10-04-2023 08:15,Mumbai,110,EXTORTION,57,M,Firearm,Other Crime,10,No,
28672,10-04-2023 14:00,04-09-2023 15:00,10-04-2023 04:44,Mumbai,517,CYBERCRIME,75,F,Firearm,Other Crime,10,No,
28677,10-04-2023 16:00,04-09-2023 20:00,10-04-2023 15:43,Delhi,597,DRUG OFFENSE,35,M,Blunt Object,Other Crime,19,No,
28682,12-04-2023 08:00,04-10-2023 01:00,10-04-2023 20:49,Mumbai,590,IDENTITY THEFT,28,X,None,Violent Crime,11,No,
28693,11-04-2023 07:00,04-10-2023 12:00,11-04-2023 07:33,Mumbai,570,VEHICLE - STOLEN,76,F,Knife,Violent Crime,4,Yes,06-07-2023 07:00
